Report type:,Route,,,,,,
,,,,,,,
Device:,HR02AM4455,,Distance:,654.5 km,,,
Group:,,,,,,,
Period:,2021-04-01 00:00:00 - 2021-04-30 23:59:59,,,,,,
,,,,,,,
Valid,Time,Latitude,Longitude,Altitude,Speed,Address,Attributes
TRUE,2021-04-22 11:38:24,28.621715,77.419722,0 m,20.0 km/h,"C-1922, 12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=15914265  charge=true  motion=true  blocked=false  distance=205.92999999999302  totalDistance=104719.34  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:38:34,28.621963,77.419960,0 m,6.0 km/h,"C-1922, 12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=15923325  charge=true  motion=true  blocked=false  distance=36.1  alarm=parking  totalDistance=104755.44  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:38:47,28.621830,77.420232,0 m,11.0 km/h,"14th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=15938381  charge=true  motion=true  blocked=false  distance=30.429999999993015  alarm=parking  totalDistance=104785.87  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:39:04,28.621439,77.420800,0 m,12.0 km/h,"C-1922, 12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=15954304  charge=true  motion=true  blocked=false  distance=70.49000000000524  alarm=parking  totalDistance=104856.36  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:40:04,28.619560,77.423599,0 m,11.0 km/h,"D-726, 12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16015592  charge=true  motion=true  blocked=false  distance=344.3899999999994  totalDistance=105200.75  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:40:14,28.619446,77.423959,0 m,12.0 km/h,"11th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16024325  charge=true  motion=true  blocked=false  distance=37.39  alarm=parking  totalDistance=105238.14  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:40:34,28.619307,77.424902,0 m,18.0 km/h,"1523, 11th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16047496  charge=true  motion=true  blocked=false  distance=93.47000000000116  totalDistance=105331.61  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:40:45,28.619323,77.425430,0 m,12.0 km/h,"E-36, 11th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16055308  charge=true  motion=true  blocked=false  distance=51.66  alarm=parking  totalDistance=105383.27  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:41:05,28.619313,77.425547,0 m,0.0 km/h,"E-36, 11th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16065424  charge=true  motion=false  blocked=false  distance=11.5  totalDistance=105394.77  ignition=false  batteryLevel=100
TRUE,2021-04-22 11:42:55,28.619313,77.425547,0 m,0.0 km/h,"E-36, 11th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16065424  charge=true  motion=false  blocked=false  distance=0.0  alarm=parking  totalDistance=105394.77  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:46:54,28.619204,77.425246,0 m,16.0 km/h,"E-36, 11th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16264297  charge=true  motion=true  blocked=false  distance=31.819999999992433  alarm=parking  totalDistance=105426.59  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:47:15,28.619279,77.424038,0 m,11.0 km/h,"D-726, 12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16285911  charge=true  motion=true  blocked=false  distance=118.33999999999651  totalDistance=105544.93  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:47:25,28.619363,77.423667,0 m,11.0 km/h,"D-726, 12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16295437  charge=true  motion=true  blocked=false  distance=37.43  alarm=parking  totalDistance=105582.36  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:47:34,28.619529,77.423383,0 m,13.0 km/h,"D-726, 12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16304926  charge=true  motion=true  blocked=false  distance=33.36999999999534  alarm=parking  totalDistance=105615.73  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:47:45,28.619837,77.423056,0 m,13.0 km/h,"D-726, 12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16318501  charge=true  motion=true  blocked=false  distance=46.86000000000058  alarm=parking  totalDistance=105662.59  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:47:55,28.620002,77.422803,0 m,6.0 km/h,"1921, 12th Avenue, C Block, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16326681  charge=true  motion=true  blocked=false  distance=30.779999999998836  alarm=parking  totalDistance=105693.37  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:48:15,28.620459,77.422139,0 m,14.0 km/h,"1921, 12th Avenue, C Block, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16345642  charge=true  motion=true  blocked=false  distance=82.61000000000058  totalDistance=105775.98  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:48:25,28.620757,77.421649,0 m,21.0 km/h,"12th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16356200  charge=true  motion=true  blocked=false  distance=58.2  alarm=parking  totalDistance=105834.18  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:49:15,28.621779,77.420079,0 m,6.0 km/h,"14th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16407818  charge=true  motion=true  blocked=false  distance=191.25  totalDistance=106025.43  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:49:35,28.620867,77.419252,0 m,32.0 km/h,"14th Avenue, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16426827  charge=true  motion=true  blocked=false  distance=129.79  alarm=parking  totalDistance=106155.22  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:50:05,28.619309,77.417992,0 m,23.0 km/h,"Gaur City Road, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16455519  charge=true  motion=true  blocked=false  distance=212.66999999999825  totalDistance=106367.89  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:50:15,28.618945,77.417635,0 m,12.0 km/h,"Gaur City Road, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16465616  charge=true  motion=true  blocked=false  distance=53.52  alarm=parking  totalDistance=106421.41  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:50:24,28.618571,77.417635,0 m,22.0 km/h,"Gaur City Road, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16474379  charge=true  motion=true  blocked=false  distance=41.61999999999534  alarm=parking  totalDistance=106463.03  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:50:35,28.617610,77.418227,0 m,45.0 km/h,"C Block, Sector 65, Noida, Uttar Pradesh 201301, India",hours=16485482  charge=true  motion=true  blocked=false  distance=121.61000000000058  alarm=parking  totalDistance=106584.64  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:50:55,28.616149,77.419007,0 m,14.0 km/h,"Exotica Dream Ville, Greater Noida W Rd, Gaur City 2, Ghaziabad, Uttar Pradesh 201009, India",hours=16505523  charge=true  motion=true  blocked=false  distance=180.82000000000698  totalDistance=106765.46  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:51:02,28.616757,77.418632,0 m,47.0 km/h,"Gaur City Road, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16512368  charge=true  motion=true  blocked=false  distance=76.92  alarm=parking  totalDistance=106842.38  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:51:07,28.617351,77.418248,0 m,53.0 km/h,"Gaur City Road, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16518931  charge=true  motion=true  blocked=false  distance=75.98999999999069  alarm=parking  totalDistance=106918.37  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:51:25,28.619515,77.416889,0 m,53.0 km/h,"Taj Highway, Sai Enclave, Tigri, Greater Noida, Gautam Buddha Nagar, Uttar Pradesh 201009, India",hours=16535481  charge=true  motion=true  blocked=false  distance=275.1399999999994  alarm=parking  totalDistance=107193.51  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:51:35,28.620782,77.416161,0 m,56.0 km/h,"OPP. TAJ NEAR CITY DHARAM KANTA, SEC.16, Greater Noida, Uttar Pradesh 201301, India",hours=16545936  charge=true  motion=true  blocked=false  distance=158.0  totalDistance=107351.51  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:51:45,28.622034,77.415708,0 m,47.0 km/h,"Gaur City Road, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16555501  charge=true  motion=true  blocked=false  distance=146.17  alarm=parking  totalDistance=107497.68  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:51:55,28.622731,77.415475,0 m,0.0 km/h,"Gaur City Road, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16566643  charge=true  motion=false  blocked=false  distance=80.83000000000175  alarm=parking  totalDistance=107578.51  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:52:05,28.623371,77.415298,0 m,26.0 km/h,"KRISHNA MARKET, NEAR GOUR CITY, TAJ HIGHWAY, TIGRI, NOIDA EXTENSION, Greater Noida, Uttar Pradesh 201301, India",hours=16575765  charge=true  motion=true  blocked=false  distance=73.31000000001222  totalDistance=107651.82  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:52:15,28.624751,77.414892,0 m,54.0 km/h,"Yusufpur Chak Saberi, Gaur City Road, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16585817  charge=true  motion=true  blocked=false  distance=158.66  alarm=parking  totalDistance=107810.48  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:52:55,28.629247,77.413536,0 m,32.0 km/h,"taj highway, G B Ghaziabad,, G B Nagar, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16626536  charge=true  motion=true  blocked=false  distance=517.7700000000041  totalDistance=108328.25  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:53:05,28.629973,77.413258,0 m,29.0 km/h,"Gaur City Road, G B Nagar, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16640769  charge=true  motion=true  blocked=false  distance=85.32  alarm=parking  totalDistance=108413.57  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:53:14,28.630400,77.413093,0 m,17.0 km/h,"Gaur City Road, Christian Nagar, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16644357  charge=true  motion=true  blocked=false  distance=50.15999999998894  alarm=parking  totalDistance=108463.73  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:54:35,28.640043,77.410746,0 m,21.0 km/h,"Gaur City Road, Krishna Vihar, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",hours=16740417  charge=true  motion=true  blocked=false  distance=1098.090000000011  totalDistance=109561.82  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:54:42,28.640483,77.410467,0 m,30.0 km/h,"Kunal Residency, Rahul Vihar 2nd, Pratap Vihar, Mahiuddin Pur Kanawni, Uttar Pradesh 201009, India",hours=16740418  charge=true  motion=true  blocked=false  distance=56.08  alarm=parking  totalDistance=109617.9  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:54:47,28.640479,77.410028,0 m,38.0 km/h,"Hapur Bypass Rd, Rahul Vihar 2nd, Pratap Vihar, Ghaziabad, Uttar Pradesh 201009, India",hours=16740420  charge=true  motion=true  blocked=false  distance=42.88000000000466  alarm=parking  totalDistance=109660.78  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:54:52,28.640332,77.409466,0 m,43.0 km/h,"Hapur Bypass Rd, Rahul Vihar 2nd, Pratap Vihar, Ghaziabad, Uttar Pradesh 201009, India",hours=16742182  charge=true  motion=true  blocked=false  distance=57.270000000004075  alarm=parking  totalDistance=109718.05  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:57:25,28.635078,77.392328,0 m,60.0 km/h,"NH 24, Kinauni Village, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=16895596  charge=true  motion=true  blocked=false  distance=1773.929999999993  alarm=parking  totalDistance=111491.98  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:58:35,28.632159,77.382188,0 m,56.0 km/h,"NH 24, Indirapuram, Ghaziabad, Uttar Pradesh 201307, India",hours=16965494  charge=true  motion=true  blocked=false  distance=1043.8500000000058  totalDistance=112535.83  ignition=true  batteryLevel=100
TRUE,2021-04-22 11:58:45,28.632003,77.380597,0 m,57.0 km/h,"NH 24, D Block, Indirapuram, Ghaziabad, Uttar Pradesh 201307, India",hours=16975639  charge=true  motion=true  blocked=false  distance=156.43  alarm=parking  totalDistance=112692.26  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:01:15,28.631994,77.359541,0 m,46.0 km/h,"NH 24, Industrial Area, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17126060  charge=true  motion=true  blocked=false  distance=2057.5  alarm=parking  totalDistance=114749.76  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:01:25,28.632009,77.358382,0 m,33.0 km/h,"NH 24, Block - AM, Amrapali, Nyay Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17135680  charge=true  motion=true  blocked=false  distance=113.24000000000524  totalDistance=114863.0  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:01:35,28.632051,77.357868,0 m,0.0 km/h,"NH 24, Block - AM, Amrapali, Nyay Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17154648  charge=true  motion=false  blocked=false  distance=50.42  alarm=parking  totalDistance=114913.42  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:02:05,28.632616,77.359495,0 m,36.0 km/h,"NH 24, Industrial Area, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17175707  charge=true  motion=true  blocked=false  distance=170.93000000000757  alarm=parking  totalDistance=115084.35  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:02:14,28.632704,77.360150,0 m,18.0 km/h,"Gaur Gravity Mall, 1015a, Kala Pathar Marg, Vaibhav Khand, Indirapuram, Ghaziabad, Uttar Pradesh 201010, India",hours=17184444  charge=true  motion=true  blocked=false  distance=64.75  alarm=parking  totalDistance=115149.1  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:02:19,28.632992,77.360194,0 m,26.0 km/h,"393 G, Kala Pathar Marg, Naya Khand III, Makanpur, Gyan Khand II, Indirapuram, Ghaziabad, Uttar Pradesh 201010, India",hours=17189387  charge=true  motion=true  blocked=false  distance=32.31999999999243  alarm=parking  totalDistance=115181.42  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:02:35,28.634042,77.360142,0 m,26.0 km/h,"393 G, Kala Pathar Marg, Naya Khand III, Makanpur, Gyan Khand II, Indirapuram, Ghaziabad, Uttar Pradesh 201010, India",hours=17205699  charge=true  motion=true  blocked=false  distance=117.05999999999767  alarm=parking  totalDistance=115298.48  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:05:05,28.642207,77.359809,0 m,29.0 km/h,"Plot No.1, Kala Pathar Marg, Makanpur, Gyan Khand III, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17356665  charge=true  motion=true  blocked=false  distance=909.6399999999994  alarm=parking  totalDistance=116208.12  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:06:45,28.647831,77.359569,0 m,30.0 km/h,"Kaveri Marg, Sector 17, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17456517  charge=true  motion=true  blocked=false  distance=626.6200000000099  totalDistance=116834.74  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:06:55,28.648266,77.359453,0 m,12.0 km/h,"Kala Pathar Marg, Shakti Khand I, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17465500  charge=true  motion=true  blocked=false  distance=49.72  alarm=parking  totalDistance=116884.46  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:07:00,28.648124,77.359042,0 m,15.0 km/h,"Kaveri Marg, Sector 17, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17470858  charge=true  motion=true  blocked=false  distance=43.169999999998254  alarm=parking  totalDistance=116927.63  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:07:05,28.647887,77.358473,0 m,43.0 km/h,"146, Gyan Khand-Part 4, Indirapuram, Ghaziabad, Ghaziabad, Uttar Pradesh 201014, India",hours=17484830  charge=true  motion=true  blocked=false  distance=61.5  alarm=parking  totalDistance=116989.13  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:07:15,28.647536,77.357634,0 m,10.0 km/h,"144/6-UGF, GYAN KHAND-4, INDIRAPURAM, OPPOSITE GURUDWARA, Ghaziabad, Uttar Pradesh 201014, India",hours=17485567  charge=true  motion=true  blocked=false  distance=90.86999999999534  alarm=parking  totalDistance=117080.0  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:08:45,28.644510,77.350619,0 m,32.0 km/h,"149, Begum Hazart Mahal Marg, Gyan Khand 1, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17575987  charge=true  motion=true  blocked=false  distance=763.7400000000052  totalDistance=117843.74  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:08:55,28.643938,77.349657,0 m,41.0 km/h,"Kaveri Marg, Sector 5, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17585843  charge=true  motion=true  blocked=false  distance=113.55  alarm=parking  totalDistance=117957.29  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:09:05,28.643215,77.348777,0 m,41.0 km/h,"Gyan Khand 1, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17597543  charge=true  motion=true  blocked=false  distance=117.75  alarm=parking  totalDistance=118075.04  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:09:25,28.641873,77.347461,0 m,11.0 km/h,"Gyan Khand 1, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17624595  charge=true  motion=true  blocked=false  distance=197.13000000000466  totalDistance=118272.17  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:09:47,28.642341,77.347625,0 m,39.0 km/h,"Kaveri Marg, Sector 5, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17637375  charge=true  motion=true  blocked=false  distance=54.49  alarm=parking  totalDistance=118326.66  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:10:05,28.643806,77.348970,0 m,40.0 km/h,"Raj Nagar Extension Elevated Rd, Kinauni Village, Vasundhara, Ghaziabad, Uttar Pradesh 201012, India",hours=17660419  charge=true  motion=true  blocked=false  distance=209.47999999999593  alarm=parking  totalDistance=118536.14  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:10:15,28.644397,77.349896,0 m,28.0 km/h,"Sai Bhavan, 82, Abhinav Mehra Ln, Abhay Khand, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17665882  charge=true  motion=true  blocked=false  distance=111.7899999999936  totalDistance=118647.93  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:10:25,28.644566,77.350201,0 m,0.0 km/h,"149, Begum Hazart Mahal Marg, Gyan Khand 1, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17675840  charge=true  motion=false  blocked=false  distance=35.27  alarm=parking  totalDistance=118683.2  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:10:40,28.644838,77.350226,0 m,12.0 km/h,"Kaveri Marg, Sector 5, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",hours=17690358  charge=true  motion=true  blocked=false  distance=30.410000000003492  alarm=parking  totalDistance=118713.61  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:10:55,28.645635,77.349629,0 m,26.0 km/h,"751, Harshvardhan Marg, Sector 5, Vaishali, Ghaziabad, Uttar Pradesh 201012, India",hours=17706271  charge=true  motion=true  blocked=false  distance=106.13000000000466  totalDistance=118819.74  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:11:05,28.646181,77.349034,0 m,32.0 km/h,"796A, Harshvardhan Marg, Sector 5, Vaishali, Ghaziabad, Uttar Pradesh 201010, India",hours=17715860  charge=true  motion=true  blocked=false  distance=84.11  alarm=parking  totalDistance=118903.85  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:13:35,28.651448,77.341117,0 m,34.0 km/h,"Madan Mohan Malviya Marg, Maharajpur, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201012, India",hours=17869349  charge=true  motion=true  blocked=false  distance=990.3099999999977  alarm=parking  totalDistance=119894.16  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:14:45,28.648017,77.335119,0 m,0.0 km/h,"Sector-14, 23, Madan Mohan Malviya Marg, Neelpadam Kunj Complex, Kamma 1, Vaishali, Ghaziabad, Uttar Pradesh 201012, India",hours=17925960  charge=true  motion=false  blocked=false  distance=699.4799999999959  totalDistance=120593.64  ignition=false  batteryLevel=100
TRUE,2021-04-22 12:15:35,28.647909,77.334933,0 m,14.0 km/h,"Madan Mohan Malviya Marg, Sector 4, Vaishali, Ghaziabad, Uttar Pradesh 201012, India",hours=17925960  charge=true  motion=true  blocked=false  distance=21.779999999998836  alarm=parking  totalDistance=120615.42  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:16:15,28.646051,77.331684,0 m,0.0 km/h,"Madan Mohan Malviya Marg, Neelpadam Kunj Complex, Kamma 1, Vaishali, Ghaziabad, Uttar Pradesh 201012, India",hours=17966011  charge=true  motion=false  blocked=false  distance=378.8899999999994  totalDistance=120994.31  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:16:37,28.645964,77.331402,0 m,16.0 km/h,"Madan Mohan Malviya Marg, Neelpadam Kunj Complex, Kamma 1, Vaishali, Ghaziabad, Uttar Pradesh 201012, India",hours=17987211  charge=true  motion=true  blocked=false  distance=29.16  alarm=parking  totalDistance=121023.47  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:19:05,28.645459,77.319407,0 m,36.0 km/h,"Pacific Mall, Plot No. 1, Dr Burman Rd, Plot Alpha, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010, India",hours=18136678  charge=true  motion=true  blocked=false  distance=1175.2799999999988  alarm=parking  totalDistance=122198.75  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:19:15,28.645338,77.318415,0 m,32.0 km/h,"Dr Burman Rd, Plot Alpha, Sahibabad Industrial Area Site 4, Kaushambi, Ghaziabad, Uttar Pradesh 201012, India",hours=18146132  charge=true  motion=true  blocked=false  distance=97.80999999999767  totalDistance=122296.56  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:19:25,28.645255,77.317756,0 m,6.0 km/h,"Chaudhary Charan Singh Marg, Jaipuria Enclave, Gazipur, Delhi, Uttar Pradesh 110092, India",hours=18156089  charge=true  motion=true  blocked=false  distance=65.09  alarm=parking  totalDistance=122361.65  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:19:45,28.645151,77.317488,0 m,0.0 km/h,"Chaudhary Charan Singh Marg, Jaipuria Enclave, Gazipur, Delhi, Uttar Pradesh 110092, India",hours=18176248  charge=true  motion=false  blocked=false  distance=28.55000000000291  totalDistance=122390.2  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:20:00,28.645023,77.317259,0 m,6.0 km/h,"Chaudhary Charan Singh Marg, Jaipuria Enclave, Kaushambi, Delhi, 110092, India",hours=18190843  charge=true  motion=true  blocked=false  distance=26.54  alarm=parking  totalDistance=122416.74  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:20:15,28.644133,77.316973,0 m,40.0 km/h,"Chaudhary Charan Singh Marg, Jaipuria Enclave, Kaushambi, Delhi, 110092, India",hours=18206370  charge=true  motion=true  blocked=false  distance=102.89999999999418  alarm=parking  totalDistance=122519.64  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:21:05,28.638573,77.314881,0 m,50.0 km/h,"Chaudhary Charan Singh Marg, Ghazipur Village, Gazipur, Delhi, 110091, India",hours=18258435  charge=true  motion=true  blocked=false  distance=651.8899999999994  totalDistance=123171.53  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:21:15,28.637247,77.314591,0 m,52.0 km/h,"Chaudhary Charan Singh Marg, Ghazipur Village, Gazipur, Delhi, 110091, India",hours=18277982  charge=true  motion=true  blocked=false  distance=150.33  alarm=parking  totalDistance=123321.86  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:21:25,28.636088,77.314676,0 m,41.0 km/h,"Chaudhary Charan Singh Marg, Ghazipur Village, Gazipur, Delhi, 110091, India",hours=18278659  charge=true  motion=true  blocked=false  distance=129.22000000000116  alarm=parking  totalDistance=123451.08  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:22:45,28.628289,77.317628,0 m,36.0 km/h,"Ghazipur Rd, I.P.Extension, Patparganj, Delhi, 110091, India",hours=18366138  charge=true  motion=true  blocked=false  distance=916.3300000000017  totalDistance=124367.41  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:22:53,28.627896,77.317849,0 m,7.0 km/h,"Ghazipur Rd, Block D, Ghazipur Dairy Farm, Gazipur, Delhi, 110091, India",hours=18366139  charge=true  motion=true  blocked=false  distance=48.83  alarm=parking  totalDistance=124416.24  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:23:03,28.627787,77.318102,0 m,0.0 km/h,"AH2, Seemant Vihar Society, Sector 14, Vaishali, Ghaziabad, Uttar Pradesh 201010, India",hours=18373296  charge=true  motion=false  blocked=false  distance=27.50999999999476  alarm=parking  totalDistance=124443.75  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:23:15,28.627512,77.318137,0 m,12.0 km/h,"AH2, Seemant Vihar Society, Sector 14, Vaishali, Ghaziabad, Uttar Pradesh 201010, India",hours=18387025  charge=true  motion=true  blocked=false  distance=30.80999999999767  alarm=parking  totalDistance=124474.56  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:23:21,28.627345,77.317766,0 m,28.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Block 8, Kalyan Puri, Delhi, 110091, India",hours=18392792  charge=true  motion=true  blocked=false  distance=40.779999999998836  alarm=parking  totalDistance=124515.34  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:23:26,28.627143,77.317304,0 m,36.0 km/h,"AH2, Seemant Vihar Society, Sector 14, Vaishali, Ghaziabad, Uttar Pradesh 201010, India",hours=18398636  charge=true  motion=true  blocked=false  distance=50.370000000009895  alarm=parking  totalDistance=124565.71  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:23:45,28.626213,77.314878,0 m,50.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Block 8, Kalyan Puri, Delhi, 110091, India",hours=18416176  charge=true  motion=true  blocked=false  distance=258.6499999999942  alarm=parking  totalDistance=124824.36  ignition=true  batteryLevel=100
TRUE,2021-04-22 12:26:15,28.618275,77.290966,0 m,66.0 km/h,"Gurjar Samrat Mihir Bhoj Marg, Pocket D, Sanjay Park, New Delhi, Delhi 110092, India",hours=18568169  charge=true  motion=true  blocked=false  distance=2498.399999999994  alarm=parking  totalDistance=127322.76  ignition=true  batteryLevel=100
