Report type:,Route,,,,,,
,,,,,,,
Device:,HR02AM4455,,Distance:,654.5 km,,,
Group:,,,,,,,
Period:,2021-04-01 00:00:00 - 2021-04-30 23:59:59,,,,,,
,,,,,,,
Valid,Time,Latitude,Longitude,Altitude,Speed,Address,Attributes
TRUE,2021-04-29 15:40:14,29.085425,76.018657,0 m,107.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39489910  charge=true  motion=true  blocked=false  distance=1089.77  totalDistance=433981.63  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:40:24,29.086391,76.015715,0 m,110.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39460214  charge=true  motion=true  blocked=false  distance=3814.7099999999627  totalDistance=432101.35  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:40:34,29.086944,76.012638,0 m,111.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39471310  charge=true  motion=true  blocked=false  distance=305.57  alarm=parking  totalDistance=432406.92  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:40:34,29.086944,76.012638,0 m,111.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39489910  charge=true  motion=true  blocked=false  distance=481.48  totalDistance=433373.34  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:40:44,29.087209,76.009539,0 m,100.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39479949  charge=true  motion=true  blocked=false  distance=302.95000000001164  totalDistance=432709.87  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:40:54,29.087761,76.007778,0 m,51.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39489910  charge=true  motion=true  blocked=false  distance=181.99  alarm=parking  totalDistance=432891.86  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:41:04,29.087862,76.007523,0 m,25.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39499970  charge=true  motion=true  blocked=false  distance=27.19000000000233  alarm=parking  totalDistance=432919.05  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:41:14,29.088577,76.006318,0 m,44.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39510128  charge=true  motion=true  blocked=false  distance=141.73000000003958  alarm=parking  totalDistance=433060.78  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:41:34,29.091794,76.001977,0 m,99.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39529971  charge=true  motion=true  blocked=false  distance=553.7099999999627  totalDistance=433614.49  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:41:44,29.093579,75.999998,0 m,99.0 km/h,"Rohtak - Hansi - Hisar Rd, Dhana, Haryana 125033, India",hours=39540031  charge=true  motion=true  blocked=false  distance=276.66  alarm=parking  totalDistance=433891.15  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:41:54,29.095786,75.998730,0 m,96.0 km/h,"Rohtak - Hansi - Hisar Rd, Dhana, Haryana 125033, India",hours=39557028  charge=true  motion=true  blocked=false  distance=274.9199999999837  alarm=parking  totalDistance=434166.07  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:42:04,29.098224,75.998369,0 m,101.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39559649  charge=true  motion=true  blocked=false  distance=273.64000000001397  alarm=parking  totalDistance=434439.71  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:42:14,29.100943,75.998407,0 m,109.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39570289  charge=true  motion=true  blocked=false  distance=302.6900000000023  totalDistance=434742.4  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:42:24,29.103508,75.998192,0 m,91.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39579867  charge=true  motion=true  blocked=false  distance=286.3  alarm=parking  totalDistance=435028.7  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:42:29,29.104567,75.997547,0 m,91.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39585428  charge=true  motion=true  blocked=false  distance=133.55999999999767  alarm=parking  totalDistance=435162.26  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:42:54,29.109431,75.992267,0 m,113.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39611759  charge=true  motion=true  blocked=false  distance=746.5599999999977  totalDistance=435908.82  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:43:04,29.111313,75.989788,0 m,115.0 km/h,"Rohtak - Hansi - Hisar Rd, Dhana, Haryana 125033, India",hours=39619890  charge=true  motion=true  blocked=false  distance=319.42  alarm=parking  totalDistance=436228.24  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:43:34,29.116471,75.981713,0 m,124.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39652125  charge=true  motion=true  blocked=false  distance=973.2000000000116  totalDistance=437201.44  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:43:44,29.117776,75.978536,0 m,131.0 km/h,"Rohtak - Hansi - Hisar Road, Dhana, Haryana 125033, India",hours=39660230  charge=true  motion=true  blocked=false  distance=341.44  alarm=parking  totalDistance=437542.88  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:43:54,29.119005,75.975338,0 m,115.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39669961  charge=true  motion=true  blocked=false  distance=339.7399999999907  alarm=parking  totalDistance=437882.62  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:44:04,29.120233,75.972350,0 m,112.0 km/h,"Rohtak - Hansi - Hisar Rd, Hansi Rural, Haryana 125033, India",hours=39679939  charge=true  motion=true  blocked=false  distance=321.1699999999837  alarm=parking  totalDistance=438203.79  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:44:14,29.121128,75.969512,0 m,99.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39690275  charge=true  motion=true  blocked=false  distance=293.45000000001164  alarm=parking  totalDistance=438497.24  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:44:24,29.121625,75.966879,0 m,87.0 km/h,"Service Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39699921  charge=true  motion=true  blocked=false  distance=261.88000000000466  totalDistance=438759.12  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:44:32,29.122662,75.965222,0 m,82.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39707643  charge=true  motion=true  blocked=false  distance=198.26  alarm=parking  totalDistance=438957.38  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:44:44,29.125566,75.963933,0 m,109.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39720052  charge=true  motion=true  blocked=false  distance=346.71000000002095  alarm=parking  totalDistance=439304.09  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:44:54,29.128135,75.962900,0 m,111.0 km/h,"Rohtak - Hansi - Hisar Rd, Hansi Rural, Haryana 125033, India",hours=39729891  charge=true  motion=true  blocked=false  distance=303.1499999999651  alarm=parking  totalDistance=439607.24  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:45:04,29.130427,75.961323,0 m,104.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39740411  charge=true  motion=true  blocked=false  distance=297.71000000002095  alarm=parking  totalDistance=439904.95  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:45:14,29.132541,75.959765,0 m,95.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39750458  charge=true  motion=true  blocked=false  distance=279.79999999998836  totalDistance=440184.75  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:45:20,29.133386,75.958457,0 m,95.0 km/h,"Service Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39755677  charge=true  motion=true  blocked=false  distance=158.25  alarm=parking  totalDistance=440343.0  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:45:34,29.133644,75.954033,0 m,114.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39769998  charge=true  motion=true  blocked=false  distance=431.11999999999534  alarm=parking  totalDistance=440774.12  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:45:44,29.133581,75.950763,0 m,111.0 km/h,"Service Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39779998  charge=true  motion=true  blocked=false  distance=317.9799999999814  totalDistance=441092.1  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:45:54,29.133117,75.947681,0 m,105.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39790020  charge=true  motion=true  blocked=false  distance=304.17  alarm=parking  totalDistance=441396.27  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:46:04,29.132089,75.945000,0 m,102.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39850063  charge=true  motion=true  blocked=false  distance=284.679999999993  totalDistance=441680.95  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:46:14,29.130530,75.942748,0 m,96.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39850063  charge=true  motion=true  blocked=false  distance=279.38  alarm=parking  totalDistance=441960.33  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:46:24,29.128641,75.940969,0 m,100.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39850065  charge=true  motion=true  blocked=false  distance=272.35999999998603  totalDistance=442232.69  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:46:34,29.126389,75.939566,0 m,104.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39852166  charge=true  motion=true  blocked=false  distance=285.31  alarm=parking  totalDistance=442518.0  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:46:54,29.121431,75.936337,0 m,110.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39852168  charge=true  motion=true  blocked=false  distance=635.4000000000233  totalDistance=443153.4  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:47:04,29.119328,75.934447,0 m,105.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39861445  charge=true  motion=true  blocked=false  distance=297.63  alarm=parking  totalDistance=443451.03  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:47:14,29.117359,75.932260,0 m,105.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39870208  charge=true  motion=true  blocked=false  distance=305.4199999999837  totalDistance=443756.45  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:47:23,29.115505,75.930762,0 m,101.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39878807  charge=true  motion=true  blocked=false  distance=252.63  alarm=parking  totalDistance=444009.08  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:47:34,29.112589,75.930417,0 m,107.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39890207  charge=true  motion=true  blocked=false  distance=326.27999999996973  alarm=parking  totalDistance=444335.36  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:48:04,29.104578,75.929883,0 m,105.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39920424  charge=true  motion=true  blocked=false  distance=893.390000000014  totalDistance=445228.75  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:48:14,29.102117,75.928950,0 m,108.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39930205  charge=true  motion=true  blocked=false  distance=288.54  alarm=parking  totalDistance=445517.29  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:48:34,29.097626,75.925551,0 m,97.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125033, India",hours=39950225  charge=true  motion=true  blocked=false  distance=601.5300000000279  totalDistance=446118.82  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:48:37,29.097254,75.924846,0 m,92.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39956338  charge=true  motion=true  blocked=false  distance=80.04  alarm=parking  totalDistance=446198.86  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:48:54,29.096798,75.921209,0 m,64.0 km/h,"Rohtak - Hansi - Hisar Road, Hansi Rural, Haryana 125033, India",hours=39970227  charge=true  motion=true  blocked=false  distance=357.429999999993  alarm=parking  totalDistance=446556.29  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:50:44,29.099599,75.895745,0 m,78.0 km/h,"Rohtak - Hansi - Hisar Rd, Depal, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=2275.57  totalDistance=453603.92  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:50:54,29.099910,75.893089,0 m,101.0 km/h,"Rohtak - Hansi - Hisar Rd, Depal, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=2014.97  totalDistance=453343.32  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:51:43,29.100625,75.884759,0 m,13.0 km/h,"Mayad Toll Point, National Highway 10, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=1201.44  totalDistance=452529.79  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:51:48,29.100636,75.884699,0 m,12.0 km/h,"Mayad Toll Point, National Highway 10, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=1195.55  totalDistance=452523.9  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:51:53,29.100852,75.883656,0 m,10.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=1091.59  totalDistance=452419.94  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:51:57,29.100958,75.882973,0 m,19.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=1024.17  totalDistance=452352.52  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:52:02,29.101031,75.882402,0 m,29.0 km/h,"Hisar Road, Hansi Sub-District, Hisar, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=968.03  totalDistance=452296.38  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:52:03,29.101084,75.881837,0 m,53.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=912.85  totalDistance=452241.2  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:52:13,29.101323,75.879847,0 m,71.0 km/h,"Rohtak - Hansi - Hisar Road, Haryana 125044, India",hours=40200567  charge=true  motion=true  blocked=false  distance=717.42  totalDistance=452045.77  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:52:23,29.101627,75.877712,0 m,82.0 km/h,"Rohtak - Hansi - Hisar Road, Mayar, Hisar, Haryana 125044, India",hours=40181657  charge=true  motion=true  blocked=false  distance=4264.940000000002  alarm=parking  totalDistance=450821.23  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:53:33,29.102577,75.862246,0 m,7.0 km/h,"Rohtak - Hansi - Hisar Rd, Mayar, Hisar, Haryana 125044, India",hours=40249420  charge=true  motion=true  blocked=false  distance=1510.100000000035  totalDistance=452331.33  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:53:43,29.102567,75.861860,0 m,11.0 km/h,"Rohtak - Hansi - Hisar Road, Mayar, Hisar, Haryana 125044, India",hours=40259378  charge=true  motion=true  blocked=false  distance=37.52  alarm=parking  totalDistance=452368.85  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:53:53,29.102525,75.861627,0 m,0.0 km/h,"Hisar Road, Mayar, Hisar, Hisar, Haryana 125044, India",hours=40259378  charge=true  motion=false  blocked=false  distance=23.180000000051223  totalDistance=452392.03  ignition=false  batteryLevel=100
TRUE,2021-04-29 15:57:53,29.102525,75.861627,0 m,0.0 km/h,"Hisar Road, Mayar, Hisar, Hisar, Haryana 125044, India",hours=40259378  charge=true  motion=false  blocked=false  distance=0.0  alarm=parking  totalDistance=452392.03  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:59:03,29.102903,75.846844,0 m,89.0 km/h,"Rohtak - Hansi - Hisar Road, Hisar Cantt, Hisar, Haryana 125044, India",hours=40329465  charge=true  motion=true  blocked=false  distance=1439.0899999999674  totalDistance=453831.12  ignition=true  batteryLevel=100
TRUE,2021-04-29 15:59:13,29.103230,75.844299,0 m,90.0 km/h,"Rohtak - Hansi - Hisar Road, Hisar Cantt, Hisar, Haryana 125044, India",hours=40339340  charge=true  motion=true  blocked=false  distance=250.21  alarm=parking  totalDistance=454081.33  ignition=true  batteryLevel=100
TRUE,2021-04-29 16:01:03,29.113770,75.818496,0 m,76.0 km/h,"Chaudhary Complex Road, Devilal Colony, Satrod Kalan, Hisar, Haryana 125044, India",hours=40470095  charge=true  motion=true  blocked=false  distance=350.21  totalDistance=457562.86  ignition=true  batteryLevel=100
TRUE,2021-04-29 16:01:13,29.114602,75.816796,0 m,49.0 km/h,"Satrod Kalan Rd, Devilal Colony, Hisar Cantt, Hisar, Haryana 125006, India",hours=40462672  charge=true  motion=true  blocked=false  distance=2970.6300000000047  totalDistance=457051.96  ignition=true  batteryLevel=100
TRUE,2021-04-29 16:01:23,29.115318,75.815361,0 m,68.0 km/h,"Rohtak - Hansi - Hisar Road, Satrod Kalan, Hisar, Haryana 125044, India",hours=40470095  charge=true  motion=true  blocked=false  distance=160.69  alarm=parking  totalDistance=457212.65  ignition=true  batteryLevel=100
TRUE,2021-04-29 16:01:53,29.117954,75.810161,0 m,70.0 km/h,"Rohtak - Hansi - Hisar Road, Industrial Area, Hisar, Haryana 125044, India",hours=40498757  charge=true  motion=true  blocked=false  distance=584.7299999999814  totalDistance=457797.38  ignition=true  batteryLevel=100
TRUE,2021-04-29 16:02:03,29.119055,75.808646,0 m,65.0 km/h,"Hisar Bypass Southern, Industrial Area, Hisar, Haryana 125044, India",hours=40509359  charge=true  motion=true  blocked=false  distance=191.66  alarm=parking  totalDistance=457989.04  ignition=true  batteryLevel=100
